Postcode,"Avg asking price","Average £/sqft","Sales per month","Turnover (sale)","Avg asking rent (pm)","Avg yield","Turnover (rental)",3yr,"Crime rate",Population,Degree,"Avg. household income","Social rent",URL
HD7,"211,332",171,21,15,,,,5,81,"22,497",29,"40,800",7,https://propertydata.co.uk/draw?input=HD7
HD8,"298,673",219,30,11,679,2.7,,6,50,"34,313",33,"44,100",7,https://propertydata.co.uk/draw?input=HD8
HD9,"297,713",214,37,15,688,2.8,36,5,68,"35,311",35,"45,800",8,https://propertydata.co.uk/draw?input=HD9
HG1,"257,047",238,28,4,717,3.3,45,10,132,"34,461",31,"42,500",12,https://propertydata.co.uk/draw?input=HG1
HG2,"339,264",290,26,5,828,2.9,35,10,76,"33,032",38,"47,900",8,https://propertydata.co.uk/draw?input=HG2
HG3,"381,097",284,23,6,811,2.6,81,12,52,"26,337",35,"47,400",9,https://propertydata.co.uk/draw?input=HG3
HG4,"290,353",231,19,5,650,2.7,48,9,64,"25,991",29,"41,900",12,https://propertydata.co.uk/draw?input=HG4
HG5,"380,439",275,15,6,902,2.8,,13,72,"18,374",33,"45,600",10,https://propertydata.co.uk/draw?input=HG5
HP1,"383,653",406,12,3,993,3.1,68,3,119,"24,597",26,"48,600",23,https://propertydata.co.uk/draw?input=HP1
HP2,"322,065",364,19,3,986,3.7,65,2,127,"38,478",22,"45,300",34,https://propertydata.co.uk/draw?input=HP2
HP3,"403,728",405,24,4,"1,105",3.3,100,5,84,"31,927",28,"50,300",21,https://propertydata.co.uk/draw?input=HP3
HP4,"606,508",503,18,6,"1,320",2.6,56,3,55,"23,917",32,"58,000",13,https://propertydata.co.uk/draw?input=HP4
HP5,"410,949",420,20,5,"1,021",3.0,46,2,79,"25,277",33,"52,400",19,https://propertydata.co.uk/draw?input=HP5
HP6,"604,163",503,13,6,"1,363",2.7,73,2,51,"14,141",46,"61,100",14,https://propertydata.co.uk/draw?input=HP6
HP7,"646,230",511,8,5,"1,458",2.7,,1,64,"10,592",46,"62,900",13,https://propertydata.co.uk/draw?input=HP7
HP8,"845,342",511,7,7,,,,4,44,"6,895",46,"65,900",7,https://propertydata.co.uk/draw?input=HP8
HP9,"936,861",545,15,5,"1,642",2.1,57,5,73,"17,213",49,"66,900",12,https://propertydata.co.uk/draw?input=HP9
HP10,"475,684",451,19,8,"1,127",2.8,,3,46,"19,395",33,"60,000",10,https://propertydata.co.uk/draw?input=HP10
HP11,"313,115",385,10,3,943,3.6,43,3,162,"14,064",33,"52,700",13,https://propertydata.co.uk/draw?input=HP11
HP12,"302,169",361,12,4,962,3.8,40,4,94,"22,148",26,"47,800",16,https://propertydata.co.uk/draw?input=HP12
HP13,"297,772",373,24,4,921,3.7,42,4,81,"42,752",31,"54,500",19,https://propertydata.co.uk/draw?input=HP13
HP14,"519,470",392,13,7,,,,3,42,"17,318",29,"59,100",11,https://propertydata.co.uk/draw?input=HP14
HP15,"507,445",416,17,12,"1,423",3.4,,3,47,"17,494",34,"58,600",6,https://propertydata.co.uk/draw?input=HP15
HP16,"680,452",434,10,7,"1,687",3.0,,5,39,"11,956",41,"62,200",9,https://propertydata.co.uk/draw?input=HP16
HP17,"493,295",396,10,8,,,,3,36,"9,643",29,"59,300",9,https://propertydata.co.uk/draw?input=HP17
HP18,"436,152",331,13,5,"1,318",3.6,100,4,45,"13,529",30,"56,600",11,https://propertydata.co.uk/draw?input=HP18
HP19,"260,857",322,21,7,881,4.1,79,3,85,"23,639",25,"51,600",20,https://propertydata.co.uk/draw?input=HP19
HP20,"257,957",326,9,4,811,3.8,23,2,152,"14,743",26,"49,900",16,https://propertydata.co.uk/draw?input=HP20
HP21,"267,825",328,19,5,989,4.4,69,4,70,"33,489",27,"51,400",16,https://propertydata.co.uk/draw?input=HP21
HP22,"519,746",386,22,7,"1,287",3.0,42,5,46,"24,842",29,"57,600",10,https://propertydata.co.uk/draw?input=HP22
HP23,"540,427",466,13,5,"1,117",2.5,,1,60,"17,541",38,"52,900",12,https://propertydata.co.uk/draw?input=HP23
HP27,"547,977",434,12,7,,,,3,46,"12,489",37,"56,500",12,https://propertydata.co.uk/draw?input=HP27
HR1,"292,283",233,21,6,762,3.1,95,9,110,"32,145",24,"40,900",12,https://propertydata.co.uk/draw?input=HR1
HR2,"258,307",213,22,7,714,3.3,,9,89,"38,934",23,"37,900",23,https://propertydata.co.uk/draw?input=HR2
HR3,"357,290",226,5,5,,,,9,37,"7,515",26,"38,300",10,https://propertydata.co.uk/draw?input=HR3
HR4,"256,039",225,19,6,676,3.2,30,9,98,"29,989",25,"39,500",11,https://propertydata.co.uk/draw?input=HR4
HR5,"243,274",180,3,5,,,,9,85,"4,823",26,"36,600",13,https://propertydata.co.uk/draw?input=HR5
HR6,"275,847",197,14,5,,,,7,92,"20,525",26,"36,800",14,https://propertydata.co.uk/draw?input=HR6
HR7,"245,550",207,7,8,,,,9,90,"7,013",27,"38,800",14,https://propertydata.co.uk/draw?input=HR7
HR8,"334,313",251,11,7,691,2.5,,10,56,"14,179",32,"40,700",13,https://propertydata.co.uk/draw?input=HR8
HR9,"336,212",241,12,3,729,2.6,,11,85,"20,936",30,"41,200",13,https://propertydata.co.uk/draw?input=HR9
HU1,"129,629",187,2,1,580,5.4,35,7,848,"3,384",24,"29,200",38,https://propertydata.co.uk/draw?input=HU1
HU2,"89,750",95,2,3,520,7.0,,7,451,"4,133",18,"27,800",48,https://propertydata.co.uk/draw?input=HU2
HU3,"105,959",113,13,4,419,4.7,27,7,267,"26,647",16,"30,100",28,https://propertydata.co.uk/draw?input=HU3
HU4,"145,171",151,14,7,532,4.4,,8,111,"23,107",14,"32,800",25,https://propertydata.co.uk/draw?input=HU4
HU5,"112,858",135,35,4,451,4.8,34,9,124,"51,120",21,"35,500",14,https://propertydata.co.uk/draw?input=HU5
HU6,"129,820",129,15,7,436,4.0,22,8,141,"33,515",14,"32,100",37,https://propertydata.co.uk/draw?input=HU6
HU7,"152,124",162,33,10,562,4.4,64,8,131,"42,150",13,"34,600",32,https://propertydata.co.uk/draw?input=HU7
HU8,"133,666",134,24,8,487,4.4,53,10,102,"34,194",14,"33,900",22,https://propertydata.co.uk/draw?input=HU8
HU9,"105,854",124,23,8,483,5.5,34,8,193,"41,691",11,"29,600",39,https://propertydata.co.uk/draw?input=HU9
HU10,"291,119",213,18,10,714,2.9,,7,67,"19,228",27,"43,800",7,https://propertydata.co.uk/draw?input=HU10
HU11,"204,578",162,8,8,,,,10,55,"12,361",13,"38,600",6,https://propertydata.co.uk/draw?input=HU11
HU12,"183,900",165,16,6,,,,8,43,"25,490",18,"37,500",8,https://propertydata.co.uk/draw?input=HU12
HU13,"217,458",174,14,8,583,3.2,,6,80,"15,063",25,"39,300",10,https://propertydata.co.uk/draw?input=HU13
HU14,"352,839",213,8,7,,,,10,34,"8,233",38,"52,600",3,https://propertydata.co.uk/draw?input=HU14
HU15,"244,919",203,20,8,670,3.3,,7,43,"23,967",33,"47,200",5,https://propertydata.co.uk/draw?input=HU15
HU16,"242,328",190,13,6,544,2.7,,8,79,"16,399",32,"40,700",10,https://propertydata.co.uk/draw?input=HU16
HU17,"239,918",222,38,7,637,3.2,59,7,70,"43,515",34,"44,900",11,https://propertydata.co.uk/draw?input=HU17
HU18,"217,043",157,9,10,,,,8,69,"8,603",23,"34,800",10,https://propertydata.co.uk/draw?input=HU18
HU19,"133,857",112,8,13,,,,8,101,"7,120",14,"31,800",15,https://propertydata.co.uk/draw?input=HU19
HX1,"119,073",99,10,6,454,4.6,36,11,275,"24,248",19,"32,900",17,https://propertydata.co.uk/draw?input=HX1
HX2,"191,249",148,30,13,492,3.1,83,14,127,"35,868",17,"37,100",19,https://propertydata.co.uk/draw?input=HX2
HX3,"208,164",162,39,12,598,3.4,74,14,117,"45,444",22,"38,900",14,https://propertydata.co.uk/draw?input=HX3
HX4,"249,205",181,10,10,,,,12,79,"12,139",29,"42,500",10,https://propertydata.co.uk/draw?input=HX4
HX5,"151,027",156,4,5,,,,14,145,"10,037",19,"36,000",19,https://propertydata.co.uk/draw?input=HX5
HX6,"243,336",161,11,6,581,2.9,,12,104,"18,673",27,"40,500",15,https://propertydata.co.uk/draw?input=HX6
HX7,"253,092",191,9,7,,,,14,84,"13,441",44,"44,200",12,https://propertydata.co.uk/draw?input=HX7
IG1,"367,703",397,15,2,"1,190",3.9,24,4,166,"63,569",34,"47,400",13,https://propertydata.co.uk/draw?input=IG1
IG2,"471,108",448,8,2,"1,256",3.2,27,1,105,"28,254",34,"51,600",7,https://propertydata.co.uk/draw?input=IG2
IG3,"500,799",395,5,1,"1,255",3.0,29,1,116,"35,543",32,"49,600",8,https://propertydata.co.uk/draw?input=IG3
IG4,"643,065",423,2,2,"1,576",2.9,33,4,109,"9,455",37,"54,900",4,https://propertydata.co.uk/draw?input=IG4
IG5,"553,464",431,6,4,"1,515",3.3,,6,69,"16,823",33,"50,500",12,https://propertydata.co.uk/draw?input=IG5
IG6,"476,904",437,13,4,"1,412",3.6,35,0,111,"27,824",25,"48,900",14,https://propertydata.co.uk/draw?input=IG6
IG7,"512,847",468,10,4,"1,611",3.8,26,4,106,"19,996",25,"48,600",18,https://propertydata.co.uk/draw?input=IG7
IG8,"560,552",507,24,6,"1,421",3.0,43,4,91,"35,894",34,"56,500",13,https://propertydata.co.uk/draw?input=IG8
IG9,"507,100",529,10,4,"1,400",3.3,60,4,91,"12,817",31,"53,700",6,https://propertydata.co.uk/draw?input=IG9
IG10,"541,420",498,25,7,"1,379",3.1,42,6,133,"31,515",26,"48,500",18,https://propertydata.co.uk/draw?input=IG10
IG11,"297,379",365,15,3,"1,225",4.9,32,1,186,"52,060",25,"45,500",34,https://propertydata.co.uk/draw?input=IG11
IP1,"210,748",226,25,6,662,3.8,65,10,151,"39,363",20,"40,300",22,https://propertydata.co.uk/draw?input=IP1
IP2,"202,133",212,19,7,704,4.2,89,7,136,"30,997",16,"37,500",33,https://propertydata.co.uk/draw?input=IP2
IP3,"223,496",224,27,8,710,3.8,68,9,98,"34,308",21,"43,600",19,https://propertydata.co.uk/draw?input=IP3
IP4,"229,103",238,29,6,689,3.6,100,6,108,"36,429",29,"44,700",9,https://propertydata.co.uk/draw?input=IP4
IP5,"320,237",277,16,10,786,2.9,,8,60,"19,861",27,"49,800",5,https://propertydata.co.uk/draw?input=IP5
IP6,"341,707",268,15,9,,,,7,50,"16,150",23,"45,300",9,https://propertydata.co.uk/draw?input=IP6
IP7,"374,049",280,12,8,,,,9,47,"16,770",27,"43,600",15,https://propertydata.co.uk/draw?input=IP7
IP8,"385,749",268,10,9,,,,8,67,"10,815",18,"46,400",8,https://propertydata.co.uk/draw?input=IP8
IP9,"351,168",267,8,9,,,,9,34,"11,491",22,"46,100",8,https://propertydata.co.uk/draw?input=IP9
IP10,"513,660",276,3,9,,,,9,50,"3,207",28,"50,100",8,https://propertydata.co.uk/draw?input=IP10
IP11,"267,738",252,22,8,765,3.4,100,6,68,"29,290",21,"40,800",15,https://propertydata.co.uk/draw?input=IP11
IP12,"404,377",315,23,9,943,2.8,,8,53,"24,326",34,"44,900",11,https://propertydata.co.uk/draw?input=IP12
IP13,"455,105",273,13,11,,,,7,36,"18,032",35,"46,000",13,https://propertydata.co.uk/draw?input=IP13
IP14,"279,989",247,30,7,776,3.3,,8,66,"39,112",25,"45,300",12,https://propertydata.co.uk/draw?input=IP14
IP16,"292,108",265,6,5,,,,9,72,"6,560",19,"37,900",20,https://propertydata.co.uk/draw?input=IP16
IP17,"374,716",249,12,12,,,,11,65,"10,945",26,"42,800",16,https://propertydata.co.uk/draw?input=IP17
IP18,"467,291",379,9,13,,,,9,37,"4,055",31,"41,300",14,https://propertydata.co.uk/draw?input=IP18
IP19,"308,056",245,10,9,,,,8,40,"9,964",25,"40,400",12,https://propertydata.co.uk/draw?input=IP19
IP20,"308,196",226,7,9,,,,8,46,"7,810",23,"40,900",13,https://propertydata.co.uk/draw?input=IP20
IP21,"396,808",237,9,7,,,,9,41,"11,054",22,"44,000",12,https://propertydata.co.uk/draw?input=IP21
IP22,"325,949",239,17,6,755,2.8,,8,69,"21,704",23,"41,700",12,https://propertydata.co.uk/draw?input=IP22
IP23,"378,649",242,6,5,,,,9,34,"7,224",28,"45,200",12,https://propertydata.co.uk/draw?input=IP23
IP24,"249,432",186,15,8,890,4.3,78,8,112,"27,831",14,"39,300",19,https://propertydata.co.uk/draw?input=IP24
IP25,"260,847",210,18,8,,,,7,78,"18,164",17,"38,700",12,https://propertydata.co.uk/draw?input=IP25
IP26,"313,938",208,6,7,"1,254",4.8,,14,51,"9,016",18,"40,600",9,https://propertydata.co.uk/draw?input=IP26
IP27,"236,627",200,9,4,"1,072",5.4,53,10,62,"19,015",14,"36,600",12,https://propertydata.co.uk/draw?input=IP27
IP28,"291,957",236,20,4,"1,117",4.6,56,8,80,"24,790",22,"43,800",13,https://propertydata.co.uk/draw?input=IP28
IP29,"410,000",281,8,12,,,,10,32,"8,810",29,"46,900",10,https://propertydata.co.uk/draw?input=IP29
IP30,"373,123",271,10,6,,,,10,41,"13,729",24,"46,300",13,https://propertydata.co.uk/draw?input=IP30
IP31,"387,409",278,13,5,,,,6,32,"21,107",28,"46,900",10,https://propertydata.co.uk/draw?input=IP31
IP32,"328,678",293,11,5,"1,156",4.2,42,8,83,"16,903",25,"46,200",24,https://propertydata.co.uk/draw?input=IP32
IP33,"317,787",210,14,4,"1,050",4.0,100,8,127,"24,394",30,"44,000",15,https://propertydata.co.uk/draw?input=IP33
KT1,"522,669",633,14,3,"1,409",3.2,37,6,229,"22,248",43,"58,900",22,https://propertydata.co.uk/draw?input=KT1
KT2,"568,665",646,22,4,"1,434",3.0,54,9,96,"31,570",48,"64,700",11,https://propertydata.co.uk/draw?input=KT2
KT3,"592,087",517,17,4,"1,455",2.9,47,8,87,"38,086",46,"61,700",10,https://propertydata.co.uk/draw?input=KT3
KT4,"505,522",501,19,6,"1,293",3.1,40,10,55,"28,680",32,"59,400",6,https://propertydata.co.uk/draw?input=KT4
KT5,"492,847",567,14,6,"1,234",3.0,62,9,64,"20,856",42,"64,100",11,https://propertydata.co.uk/draw?input=KT5
KT6,"445,096",581,25,4,"1,300",3.5,55,8,97,"31,363",49,"61,800",9,https://propertydata.co.uk/draw?input=KT6
KT7,"715,793",604,11,9,"1,744",2.9,53,9,69,"10,284",52,"77,700",7,https://propertydata.co.uk/draw?input=KT7
KT8,"498,769",533,17,7,"1,300",3.1,38,9,89,"19,486",38,"55,700",11,https://propertydata.co.uk/draw?input=KT8
KT9,"452,843",454,18,12,"1,180",3.1,,7,76,"21,099",25,"57,000",12,https://propertydata.co.uk/draw?input=KT9
KT10,"731,980",577,18,7,"1,856",3.0,40,10,56,"21,048",48,"72,600",7,https://propertydata.co.uk/draw?input=KT10
KT11,"748,581",539,16,8,"2,464",3.9,41,9,101,"15,326",44,"62,200",10,https://propertydata.co.uk/draw?input=KT11
KT12,"497,000",500,34,6,"1,264",3.1,44,10,97,"36,270",39,"59,700",14,https://propertydata.co.uk/draw?input=KT12
KT13,"602,170",494,18,3,"1,409",2.8,56,9,88,"21,644",48,"68,900",7,https://propertydata.co.uk/draw?input=KT13
KT14,"421,199",431,12,6,"1,286",3.7,29,10,105,"13,236",35,"60,600",9,https://propertydata.co.uk/draw?input=KT14
KT15,"426,132",423,22,6,"1,104",3.1,51,9,111,"27,021",27,"57,100",10,https://propertydata.co.uk/draw?input=KT15
KT16,"422,003",438,13,4,"1,176",3.3,54,9,154,"18,483",30,"55,500",16,https://propertydata.co.uk/draw?input=KT16
KT17,"509,361",482,19,7,"1,271",3.0,41,11,79,"23,408",40,"64,300",4,https://propertydata.co.uk/draw?input=KT17
KT18,"490,008",468,12,9,"1,209",3.0,34,7,83,"16,998",38,"59,800",11,https://propertydata.co.uk/draw?input=KT18
KT19,"444,979",465,24,7,"1,244",3.4,34,9,109,"34,468",31,"59,900",13,https://propertydata.co.uk/draw?input=KT19
KT20,"535,746",444,16,9,"1,382",3.1,38,10,74,"20,281",31,"55,400",11,https://propertydata.co.uk/draw?input=KT20
KT21,"667,714",493,10,9,"1,379",2.5,,7,41,"13,464",44,"64,900",8,https://propertydata.co.uk/draw?input=KT21
KT22,"444,463",476,23,8,"1,114",3.0,52,8,89,"23,908",39,"61,200",12,https://propertydata.co.uk/draw?input=KT22
KT23,"653,660",489,7,7,"1,452",2.7,,7,51,"11,026",40,"57,100",13,https://propertydata.co.uk/draw?input=KT23
KT24,"908,508",525,6,10,,,,8,50,"9,036",48,"66,300",5,https://propertydata.co.uk/draw?input=KT24
L1,"121,948",200,4,,710,7.0,26,13,"1,258","7,091",42,"33,600",19,https://propertydata.co.uk/draw?input=L1
L2,"143,500",274,5,2,707,5.9,23,13,"2,031",935,57,"40,500",1,https://propertydata.co.uk/draw?input=L2
L3,"139,708",167,7,1,730,6.3,26,12,210,"17,396",32,"36,500",24,https://propertydata.co.uk/draw?input=L3
L4,"102,909",78,17,6,472,5.5,34,17,206,"39,911",10,"28,400",32,https://propertydata.co.uk/draw?input=L4
L5,"107,376",119,4,2,545,6.1,35,16,235,"12,865",11,"27,300",56,https://propertydata.co.uk/draw?input=L5
L6,"116,048",81,7,2,534,5.5,17,13,222,"23,668",15,"27,100",35,https://propertydata.co.uk/draw?input=L6
L7,"125,296",137,10,2,522,5.0,26,13,178,"17,934",24,"27,100",34,https://propertydata.co.uk/draw?input=L7
L8,"125,165",167,10,3,582,5.6,31,14,164,"32,069",23,"30,000",53,https://propertydata.co.uk/draw?input=L8
L9,"126,146",112,14,8,454,4.3,33,13,140,"32,585",17,"33,500",19,https://propertydata.co.uk/draw?input=L9
L10,"174,080",145,10,11,,,,14,112,"14,965",17,"35,900",13,https://propertydata.co.uk/draw?input=L10
L11,"124,254",123,7,12,,,,12,141,"25,335",13,"30,100",49,https://propertydata.co.uk/draw?input=L11
L12,"214,431",165,15,11,,,,11,81,"31,074",23,"37,800",8,https://propertydata.co.uk/draw?input=L12
L13,"123,738",105,14,8,562,5.5,40,14,148,"30,949",18,"32,900",20,https://propertydata.co.uk/draw?input=L13
L14,"153,062",153,13,13,,,,16,111,"25,822",17,"33,800",35,https://propertydata.co.uk/draw?input=L14
L15,"177,226",137,22,6,926,6.3,24,17,106,"30,017",27,"36,000",17,https://propertydata.co.uk/draw?input=L15
L16,"269,801",217,12,16,,,,14,46,"15,039",31,"46,100",3,https://propertydata.co.uk/draw?input=L16
L17,"197,203",189,18,6,653,4.0,26,15,115,"23,638",39,"37,500",20,https://propertydata.co.uk/draw?input=L17
L18,"314,127",216,17,8,"1,293",4.9,28,15,59,"27,112",40,"46,100",7,https://propertydata.co.uk/draw?input=L18
L19,"238,777",179,16,9,588,3.0,30,14,87,"23,769",28,"39,900",20,https://propertydata.co.uk/draw?input=L19
L20,"94,619",94,11,4,503,6.4,30,14,186,"31,370",11,"30,500",38,https://propertydata.co.uk/draw?input=L20
L21,"141,383",117,11,9,499,4.2,,12,133,"25,278",14,"32,000",34,https://propertydata.co.uk/draw?input=L21
L22,"181,813",151,9,9,611,4.0,,13,105,"13,815",28,"39,800",13,https://propertydata.co.uk/draw?input=L22
L23,"246,356",184,15,7,725,3.5,,13,72,"30,236",30,"43,300",11,https://propertydata.co.uk/draw?input=L23
L24,"152,410",145,7,9,,,,16,152,"15,951",11,"30,700",47,https://propertydata.co.uk/draw?input=L24
L25,"282,089",201,22,15,,,,12,82,"33,214",24,"36,800",24,https://propertydata.co.uk/draw?input=L25
L26,"182,494",174,9,11,,,,16,83,"15,156",20,"36,900",18,https://propertydata.co.uk/draw?input=L26
L27,,113,4,20,,,,16,84,"6,415",8,"30,200",47,https://propertydata.co.uk/draw?input=L27
L28,,102,2,12,,,,16,108,"6,376",11,"28,900",59,https://propertydata.co.uk/draw?input=L28
L30,"132,910",121,13,16,,,,15,119,"19,983",13,"32,800",34,https://propertydata.co.uk/draw?input=L30
L31,"230,968",198,32,14,721,3.7,,15,62,"30,316",25,"41,100",4,https://propertydata.co.uk/draw?input=L31
L32,"127,798",117,8,13,,,,12,129,"20,432",10,"30,800",33,https://propertydata.co.uk/draw?input=L32
L33,"121,723",118,9,11,611,6.0,,10,149,"17,006",12,"31,500",31,https://propertydata.co.uk/draw?input=L33
L34,"214,724",160,12,10,575,3.2,,15,124,"12,271",21,"34,300",17,https://propertydata.co.uk/draw?input=L34
L35,"179,336",162,20,13,,,,13,92,"30,730",21,"38,400",18,https://propertydata.co.uk/draw?input=L35
L36,"180,160",144,22,15,,,,14,114,"39,899",14,"32,000",26,https://propertydata.co.uk/draw?input=L36
L37,"334,059",226,24,11,,,,14,56,"23,502",36,"46,300",3,https://propertydata.co.uk/draw?input=L37
L38,"318,990",211,3,14,,,,16,56,"2,575",35,"42,300",2,https://propertydata.co.uk/draw?input=L38
L39,"280,551",214,22,5,669,2.9,40,13,87,"28,091",31,"42,200",8,https://propertydata.co.uk/draw?input=L39
L40,"311,630",208,14,7,,,,14,54,"18,091",30,"41,800",9,https://propertydata.co.uk/draw?input=L40
LA1,"171,551",191,49,9,705,4.9,33,11,153,"52,095",31,"39,700",15,https://propertydata.co.uk/draw?input=LA1
LA2,"283,192",208,17,7,680,2.9,44,10,54,"21,980",33,"41,900",5,https://propertydata.co.uk/draw?input=LA2
LA3,"162,268",155,21,9,537,4.0,,10,141,"24,583",18,"34,500",6,https://propertydata.co.uk/draw?input=LA3
LA4,"149,089",155,20,10,468,3.8,,6,161,"26,249",19,"32,600",10,https://propertydata.co.uk/draw?input=LA4
LA5,"269,709",206,14,9,,,,8,64,"16,353",33,"41,700",6,https://propertydata.co.uk/draw?input=LA5
LA6,"356,335",224,11,7,,,,10,57,"12,877",35,"42,600",6,https://propertydata.co.uk/draw?input=LA6
LA7,"385,284",229,2,4,,,,9,42,"5,107",33,"43,700",9,https://propertydata.co.uk/draw?input=LA7
LA8,"362,233",258,6,7,,,,9,40,"8,696",32,"43,800",4,https://propertydata.co.uk/draw?input=LA8
LA9,"262,652",228,21,12,,,,11,94,"30,635",29,"41,200",12,https://propertydata.co.uk/draw?input=LA9
LA10,"277,318",218,,,,,,9,35,"3,744",33,"37,600",9,https://propertydata.co.uk/draw?input=LA10
LA11,"327,217",222,11,7,,,,11,44,"9,827",37,"39,300",6,https://propertydata.co.uk/draw?input=LA11
LA12,"294,275",196,14,6,683,2.8,,9,52,"20,021",33,"41,600",9,https://propertydata.co.uk/draw?input=LA12
LA13,"210,159",164,16,13,,,,10,76,"19,050",21,"38,000",10,https://propertydata.co.uk/draw?input=LA13
LA14,"123,225",119,27,13,520,5.1,52,9,144,"38,236",17,"34,400",13,https://propertydata.co.uk/draw?input=LA14
LA15,"169,557",142,12,17,,,,9,59,"7,913",24,"37,400",7,https://propertydata.co.uk/draw?input=LA15
LA18,"164,508",105,8,10,,,,10,45,"8,947",17,"36,000",13,https://propertydata.co.uk/draw?input=LA18
LA23,"370,125",293,9,6,,,,10,87,"9,077",30,"36,900",15,https://propertydata.co.uk/draw?input=LA23
LD1,"197,659",147,5,4,,,,10,104,"11,158",24,"32,000",11,https://propertydata.co.uk/draw?input=LD1
LD2,"205,884",168,4,5,,,,8,66,"5,645",26,"34,900",8,https://propertydata.co.uk/draw?input=LD2
LD3,"260,105",201,10,5,,,,8,84,"19,499",30,"37,800",14,https://propertydata.co.uk/draw?input=LD3
LD5,"289,219",133,2,5,,,,8,69,"1,103",27,"34,700",11,https://propertydata.co.uk/draw?input=LD5
LD6,"194,913",143,4,11,,,,8,68,"2,857",21,"31,700",16,https://propertydata.co.uk/draw?input=LD6
LD7,"226,579",169,4,7,,,,8,50,"4,738",24,"32,300",13,https://propertydata.co.uk/draw?input=LD7
LD8,"243,914",197,4,8,,,,8,49,"4,404",26,"32,500",10,https://propertydata.co.uk/draw?input=LD8
LE1,"131,636",180,5,1,641,5.8,24,10,594,"13,365",26,"30,700",39,https://propertydata.co.uk/draw?input=LE1
LE2,"256,211",226,45,3,913,4.3,25,11,102,"118,270",25,"39,900",20,https://propertydata.co.uk/draw?input=LE2
LE3,"231,129",194,53,5,881,4.6,25,13,132,"101,091",22,"36,400",21,https://propertydata.co.uk/draw?input=LE3
LE4,"240,757",217,36,8,711,3.5,58,10,106,"96,921",19,"34,100",24,https://propertydata.co.uk/draw?input=LE4
LE5,"273,315",224,28,6,786,3.5,40,10,89,"85,629",22,"33,900",20,https://propertydata.co.uk/draw?input=LE5
LE6,"271,943",229,9,10,,,,15,42,"11,973",26,"47,400",7,https://propertydata.co.uk/draw?input=LE6
LE7,"332,810",252,35,8,783,2.8,47,13,65,"44,741",23,"45,900",8,https://propertydata.co.uk/draw?input=LE7
LE8,"312,980",249,28,8,840,3.2,,12,56,"34,954",25,"47,000",9,https://propertydata.co.uk/draw?input=LE8
